Variable,Date,Depth,Data,QC
Aluminium - Total/NonFilt as Al,1998-09-15 12:00:00,,0.128,21
Aluminium - Total/NonFilt as Al,1998-11-24 12:00:00,,0.426,21
Aluminium - Total/NonFilt as Al,1999-01-12 12:00:00,,1.18,21
Aluminium - Total/NonFilt as Al,1999-03-10 12:00:00,,0.785,21
Aluminium - Total/NonFilt as Al,1999-05-04 12:00:00,,0.487,21
Aluminium - Total/NonFilt as Al,2000-09-18 12:00:00,,4.81,11
Aluminium - Total/NonFilt as Al,2000-11-20 12:00:00,,,140
Aluminium - Total/NonFilt as Al,2001-01-22 12:00:00,,1.03,29
Aluminium - Total/NonFilt as Al,2001-03-20 12:00:00,,2.97,29
Aluminium - Total/NonFilt as Al,2001-03-20 12:00:00,,5.59,29
Aluminium - Total/NonFilt as Al,2001-05-11 12:00:00,,1.62,29
Aluminium - Total/NonFilt as Al,2002-07-30 09:15:00,,2.67,11
Aluminium - Total/NonFilt as Al,2002-09-11 13:30:00,,1.01,11
Aluminium - Total/NonFilt as Al,2002-11-27 13:15:00,0,1.41,11
Aluminium - Total/NonFilt as Al,2003-01-20 09:05:00,0,1.41,11
Aluminium - Total/NonFilt as Al,2003-03-03 09:30:00,0,2.85,11
Aluminium - Total/NonFilt as Al,2003-05-14 09:10:00,0,1.19,11
Aluminium - Total/NonFilt as Al,2004-07-13 00:00:00,0,0.649,11
Aluminium - Total/NonFilt as Al,2004-09-07 10:10:00,0,0.839,11
Aluminium - Total/NonFilt as Al,2004-11-17 10:10:00,0,0.591,11
Aluminium - Total/NonFilt as Al,2007-05-01 16:20:00,0.2,0.056,11
Aluminium - Total/NonFilt as Al,2007-05-15 11:45:00,0.2,0.435,11
Aluminium - Total/NonFilt as Al,2007-05-30 12:45:00,0.2,0.67,11
Aluminium - Total/NonFilt as Al,2007-06-26 00:00:00,0.2,0.546,21
Aluminium - Total/NonFilt as Al,2007-06-26 00:00:00,0.2,0.546,21
Aluminium - Total/NonFilt as Al,2007-07-12 13:00:00,0.2,0.198,11
Aluminium - Total/NonFilt as Al,2007-07-12 13:00:00,0.2,0.198,11
Aluminium - Total/NonFilt as Al,2007-07-26 00:00:00,0.2,0.509,11
Aluminium - Total/NonFilt as Al,2007-07-26 00:00:00,0.2,0.509,11
Aluminium - Total/NonFilt as Al,2007-08-06 00:00:00,0.2,1.19,11
Aluminium - Total/NonFilt as Al,2007-08-06 00:00:00,0.2,1.19,11
Aluminium - Total/NonFilt as Al,2007-08-21 13:08:00,0.2,0.774,11
Aluminium - Total/NonFilt as Al,2007-09-20 00:00:00,0.2,0.66,11
Aluminium - Total/NonFilt as Al,2007-10-16 00:00:00,0.2,1.11,11
Aluminium - Total/NonFilt as Al,2007-11-15 12:50:00,0.2,1.28,11
Aluminium - Total/NonFilt as Al,2007-12-13 14:30:00,0.2,0.456,11
Aluminium - Total/NonFilt as Al,2008-01-14 12:30:00,0.2,0.765,11
Aluminium - Total/NonFilt as Al,2008-02-15 13:30:00,0.2,0.291,11
Aluminium - Total/NonFilt as Al,2008-03-13 13:30:00,0.2,0.93,11
Aluminium - Total/NonFilt as Al,2008-04-16 14:00:00,0.2,0.196,11
Aluminium - Total/NonFilt as Al,2008-05-14 11:25:00,0.2,0.2,11
Aluminium - Total/NonFilt as Al,2008-06-17 14:50:00,0.2,0.484,11
